Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-04645,Engineering,23,6.1,5.9,2.5,150000,No,Yes
INT-04646,Engineering,24,7.2,9.3,2.2,25000,Yes,Yes
INT-04647,Engineering,5,7.2,3.6,2.8,100000,No,No
INT-04648,IT,11,8.7,7.1,4.4,75000,No,Yes
INT-04649,Finance,22,8.4,6.8,5.7,75000,No,Yes
INT-04650,IT,12,5.1,7.7,2.8,50000,Yes,No
INT-04651,IT,7,4.9,8.0,5.4,100000,No,Yes
INT-04652,Engineering,19,3.7,8.6,2.1,100000,Yes,Yes
INT-04653,Admin,22,9.3,5.1,3.0,25000,No,Yes
INT-04654,Finance,13,9.0,8.3,2.9,150000,No,Yes
INT-04655,Admin,9,8.1,8.6,10.9,50000,Yes,Yes
INT-04656,IT,19,6.8,8.3,5.4,100000,No,No
INT-04657,Finance,13,6.1,5.9,8.1,25000,No,No
INT-04658,Engineering,16,6.6,9.1,9.4,0,No,Yes
INT-04659,IT,12,8.1,8.3,1.1,100000,Yes,Yes
INT-04660,Engineering,10,7.4,8.1,13.2,75000,No,Yes
INT-04661,Engineering,7,6.5,7.9,3.2,0,No,Yes
INT-04662,Engineering,22,9.1,5.9,6.2,25000,Yes,Yes
INT-04663,Admin,7,7.5,6.9,3.8,50000,No,Yes
INT-04664,Finance,22,7.5,6.7,12.4,50000,Yes,Yes
INT-04665,Finance,22,8.9,5.9,2.6,50000,No,Yes
INT-04666,Engineering,15,6.2,5.7,27.0,150000,No,No
INT-04667,IT,16,8.2,5.5,4.6,50000,Yes,No
INT-04668,Finance,7,7.2,7.2,10.4,25000,Yes,Yes
INT-04669,Engineering,13,5.6,6.4,8.7,75000,No,Yes
INT-04670,Engineering,24,7.3,5.8,11.4,100000,No,Yes
INT-04671,Admin,10,9.1,4.2,6.9,100000,No,Yes
INT-04672,Finance,8,9.5,6.5,4.4,150000,Yes,Yes
INT-04673,Engineering,20,6.0,9.5,2.1,50000,No,No
INT-04674,IT,21,8.4,9.0,6.4,25000,Yes,Yes
INT-04675,Admin,14,5.9,9.9,1.0,150000,No,Yes
INT-04676,Finance,18,6.7,6.0,1.0,100000,Yes,Yes
INT-04677,IT,24,9.2,5.8,8.1,50000,Yes,Yes
INT-04678,Marketing,10,4.5,5.2,5.7,50000,No,No
INT-04679,Engineering,21,7.6,6.9,6.1,75000,No,No
INT-04680,Engineering,9,7.7,7.1,3.6,50000,No,Yes
INT-04681,IT,21,6.9,8.3,13.0,25000,No,No
INT-04682,IT,19,8.0,6.1,2.3,0,No,Yes
INT-04683,Marketing,5,7.5,8.2,7.6,75000,Yes,Yes
INT-04684,IT,22,9.4,6.3,16.3,75000,No,Yes
INT-04685,Finance,4,8.1,7.3,14.9,150000,No,No
INT-04686,Admin,14,6.4,7.1,0.7,25000,No,Yes
INT-04687,IT,23,8.5,9.1,3.1,100000,No,Yes
INT-04688,IT,8,7.0,6.6,10.5,0,No,Yes
INT-04689,Engineering,19,8.6,8.0,11.3,25000,No,Yes
INT-04690,Marketing,4,7.1,5.5,5.8,150000,Yes,No
INT-04691,Admin,22,8.6,2.9,2.3,25000,No,Yes
INT-04692,Admin,17,8.1,6.9,3.1,75000,Yes,No
INT-04693,Admin,6,5.8,6.4,13.4,75000,No,No
INT-04694,Engineering,5,7.4,8.9,2.2,50000,No,Yes
INT-04695,Admin,8,7.8,6.5,23.3,50000,Yes,No
INT-04696,Finance,20,9.0,5.9,6.1,50000,No,Yes
INT-04697,Engineering,21,6.9,7.2,3.2,75000,No,Yes
INT-04698,Engineering,4,6.0,5.9,4.4,25000,No,Yes
INT-04699,IT,18,6.5,8.3,2.9,150000,No,Yes
INT-04700,Marketing,12,5.1,7.3,4.4,50000,No,No
INT-04701,IT,8,5.5,7.1,1.6,50000,Yes,Yes
INT-04702,IT,16,8.9,4.4,14.4,25000,No,No
INT-04703,Engineering,22,6.6,8.0,27.0,75000,Yes,No
INT-04704,Engineering,13,6.6,7.2,9.1,25000,No,No
INT-04705,Admin,23,9.1,9.5,13.7,75000,No,No
INT-04706,Admin,24,8.5,7.3,2.6,75000,No,Yes
INT-04707,Finance,17,7.2,9.0,1.0,50000,No,No
INT-04708,IT,24,8.1,8.1,8.4,50000,No,Yes
INT-04709,Finance,15,7.5,4.5,14.1,50000,Yes,Yes
INT-04710,Engineering,14,7.9,6.8,14.9,50000,Yes,Yes
INT-04711,Admin,10,8.7,8.0,6.6,25000,No,Yes
INT-04712,Admin,20,7.8,9.0,8.3,50000,No,Yes
INT-04713,IT,21,7.8,4.7,4.2,100000,Yes,Yes
INT-04714,Finance,10,6.1,8.1,14.7,0,Yes,No
INT-04715,Engineering,23,8.1,9.1,10.1,100000,No,Yes
INT-04716,Admin,9,9.4,7.2,2.1,50000,No,Yes
INT-04717,Engineering,14,6.0,9.1,3.1,50000,No,Yes
INT-04718,Marketing,15,6.4,7.4,1.8,50000,No,Yes
INT-04719,Admin,19,8.3,5.4,6.1,75000,No,Yes
INT-04720,Marketing,22,5.9,5.8,2.3,50000,Yes,Yes
INT-04721,Admin,22,6.9,6.4,1.9,50000,No,Yes
INT-04722,IT,14,8.7,4.0,1.9,25000,Yes,Yes
INT-04723,IT,19,8.6,8.2,3.0,150000,Yes,Yes
INT-04724,Admin,15,8.1,6.2,13.7,100000,Yes,Yes
INT-04725,IT,11,7.7,7.4,22.8,50000,No,No
INT-04726,IT,6,9.4,5.8,44.4,25000,No,No
INT-04727,Marketing,5,9.7,5.9,0.8,150000,No,Yes
INT-04728,Finance,9,8.3,7.9,7.2,25000,Yes,Yes
INT-04729,Engineering,19,7.5,8.0,3.0,25000,Yes,Yes
INT-04730,IT,23,8.5,6.4,36.5,25000,Yes,No
INT-04731,IT,18,5.6,6.4,33.7,0,No,No
INT-04732,IT,17,4.8,8.8,22.3,25000,No,No
INT-04733,Engineering,5,9.4,7.9,0.6,75000,No,Yes
INT-04734,Marketing,23,5.2,9.6,1.8,25000,Yes,Yes
INT-04735,Admin,21,7.7,7.4,6.9,50000,Yes,Yes
INT-04736,IT,17,8.4,6.3,2.2,50000,Yes,Yes
INT-04737,Engineering,21,8.6,5.7,15.9,75000,No,Yes
INT-04738,Admin,5,7.6,8.2,10.1,25000,No,No
INT-04739,Admin,4,8.7,9.3,2.1,50000,No,No
INT-04740,Engineering,23,5.7,3.1,14.1,150000,No,No
INT-04741,Engineering,5,7.6,4.2,6.0,50000,Yes,Yes
INT-04742,IT,12,6.9,6.4,10.4,75000,No,No
INT-04743,IT,12,7.3,6.5,1.7,150000,Yes,Yes
INT-04744,Marketing,19,7.1,7.9,6.3,50000,No,Yes
INT-04745,IT,14,8.1,8.4,12.5,50000,Yes,Yes
INT-04746,IT,9,8.4,7.1,3.9,75000,No,Yes
INT-04747,IT,15,9.6,7.7,2.2,50000,No,Yes
INT-04748,IT,6,7.6,8.3,8.7,25000,No,Yes
INT-04749,Admin,15,8.2,7.7,8.8,25000,Yes,No
INT-04750,Finance,4,5.4,5.2,2.3,75000,Yes,Yes
INT-04751,Admin,12,8.0,6.2,1.1,50000,No,Yes
INT-04752,Admin,23,7.1,9.0,2.0,50000,No,Yes
INT-04753,Engineering,9,7.2,7.5,3.1,25000,No,Yes
INT-04754,Engineering,14,8.1,7.0,0.8,150000,No,Yes
INT-04755,Finance,6,8.0,5.3,21.0,25000,Yes,No
INT-04756,Finance,7,7.6,7.4,2.6,150000,No,Yes
INT-04757,IT,13,8.6,9.3,11.2,75000,No,Yes
INT-04758,Finance,22,8.4,8.1,4.8,100000,No,Yes
INT-04759,Admin,9,6.4,9.0,6.1,50000,Yes,Yes
INT-04760,Marketing,4,5.2,4.7,6.7,25000,No,No
INT-04761,Admin,11,5.7,4.9,12.4,25000,Yes,No
INT-04762,Marketing,11,7.9,3.5,12.9,100000,Yes,No
INT-04763,Finance,9,8.5,8.0,1.7,50000,Yes,Yes
INT-04764,IT,20,9.8,7.3,3.4,50000,Yes,Yes
INT-04765,Engineering,22,9.2,4.2,7.3,50000,Yes,No
INT-04766,Marketing,4,6.9,5.0,3.7,75000,No,Yes
INT-04767,Finance,18,7.9,6.1,1.6,25000,Yes,Yes
INT-04768,IT,16,7.5,7.8,4.7,100000,Yes,Yes
INT-04769,Engineering,24,5.0,9.1,2.5,150000,No,Yes
INT-04770,Admin,6,7.7,8.5,1.7,25000,Yes,Yes
INT-04771,IT,5,7.8,3.7,3.4,75000,Yes,Yes
INT-04772,Admin,6,6.7,7.2,3.3,50000,No,Yes
INT-04773,IT,12,8.8,7.7,1.3,25000,Yes,Yes
INT-04774,Finance,19,7.8,9.4,7.5,50000,No,Yes
INT-04775,Admin,16,8.0,7.5,3.5,75000,No,Yes
INT-04776,Finance,22,7.6,7.8,2.0,50000,Yes,Yes
INT-04777,IT,21,5.9,8.2,14.2,50000,No,Yes
INT-04778,Admin,24,8.0,8.0,0.5,50000,Yes,Yes
INT-04779,IT,15,6.9,7.8,5.3,50000,No,Yes
INT-04780,IT,15,7.8,6.2,5.1,50000,Yes,Yes
INT-04781,IT,4,8.3,7.9,9.4,0,No,Yes
INT-04782,IT,23,9.4,6.5,4.4,100000,No,Yes
INT-04783,Engineering,11,5.7,5.2,6.3,150000,Yes,Yes
INT-04784,IT,20,8.8,6.0,19.6,75000,No,Yes
INT-04785,Admin,24,6.7,9.0,2.0,25000,No,Yes
INT-04786,Admin,23,8.0,6.8,1.4,75000,Yes,Yes
INT-04787,Finance,10,6.3,5.5,11.5,100000,No,Yes
INT-04788,Marketing,12,7.8,5.8,11.4,75000,No,Yes
INT-04789,Admin,20,7.4,7.5,20.7,100000,No,Yes
INT-04790,Admin,13,9.2,7.2,33.2,50000,Yes,Yes
INT-04791,IT,7,5.2,8.1,4.4,100000,No,Yes
INT-04792,Marketing,10,4.9,4.8,4.3,25000,No,Yes
INT-04793,IT,10,7.0,6.4,19.3,75000,No,Yes
INT-04794,IT,11,9.0,7.9,16.3,25000,No,Yes
INT-04795,IT,11,9.5,8.7,4.3,75000,Yes,Yes
INT-04796,Admin,19,9.1,7.8,1.1,50000,No,Yes
INT-04797,IT,15,4.1,6.5,7.5,75000,Yes,Yes
INT-04798,Finance,18,7.0,5.2,3.0,25000,No,Yes
INT-04799,IT,11,8.5,8.3,19.6,150000,No,Yes
INT-04800,Engineering,12,8.0,8.4,13.6,100000,Yes,Yes
INT-04801,IT,6,5.7,4.1,19.0,75000,No,No
INT-04802,IT,24,5.4,9.6,1.2,75000,No,Yes
INT-04803,Marketing,19,7.6,4.2,16.5,100000,No,No
INT-04804,IT,18,7.3,5.8,7.7,75000,No,Yes
INT-04805,Finance,7,8.6,5.4,2.4,50000,Yes,Yes
INT-04806,Engineering,23,6.4,3.7,3.4,25000,No,Yes
INT-04807,IT,19,8.5,8.6,5.4,50000,No,Yes
INT-04808,Marketing,13,6.3,5.7,8.4,75000,No,Yes
INT-04809,IT,14,5.5,7.6,2.6,50000,No,Yes
INT-04810,Finance,8,7.8,5.8,2.4,100000,No,Yes
INT-04811,IT,14,5.4,8.4,18.3,25000,No,No
INT-04812,Finance,16,4.6,7.8,15.4,50000,Yes,No
INT-04813,IT,18,8.2,7.7,12.1,150000,No,Yes
INT-04814,Engineering,9,7.6,8.7,11.9,25000,No,Yes
INT-04815,Finance,19,7.5,6.7,12.1,25000,Yes,Yes
INT-04816,Marketing,18,7.2,7.7,21.1,25000,No,Yes
INT-04817,Marketing,14,5.3,6.3,15.3,25000,No,No
INT-04818,Finance,23,9.3,9.7,4.4,0,No,Yes
INT-04819,Finance,5,9.0,7.6,5.6,50000,No,Yes
INT-04820,IT,5,6.8,5.7,7.9,50000,No,No
INT-04821,IT,15,9.1,5.4,5.7,75000,No,Yes
INT-04822,IT,19,4.9,3.7,3.3,0,No,No
INT-04823,Admin,22,6.8,6.7,16.3,50000,No,No
INT-04824,Admin,5,4.2,9.6,13.5,100000,Yes,No
INT-04825,Engineering,20,8.6,8.2,4.5,75000,No,Yes
INT-04826,IT,17,4.4,9.1,1.5,25000,No,Yes
INT-04827,Engineering,19,8.9,8.1,0.5,75000,No,Yes
INT-04828,IT,8,8.0,8.9,1.3,50000,No,Yes
INT-04829,Admin,13,6.2,8.3,1.8,75000,No,No
INT-04830,Engineering,20,7.9,4.4,9.1,150000,Yes,No
INT-04831,Finance,16,7.1,9.0,2.5,25000,No,Yes
INT-04832,Engineering,19,8.7,9.1,8.6,75000,Yes,Yes
INT-04833,Engineering,12,6.4,6.9,3.7,75000,Yes,Yes
INT-04834,IT,7,6.3,6.7,18.5,50000,Yes,No
INT-04835,Engineering,19,9.3,7.5,5.6,0,No,Yes
INT-04836,IT,14,7.9,7.9,9.4,100000,No,Yes
INT-04837,Admin,10,8.7,8.9,5.4,100000,No,Yes
INT-04838,Admin,20,8.3,8.6,20.0,150000,No,Yes
INT-04839,IT,16,5.5,6.0,9.8,75000,No,No
INT-04840,IT,7,6.2,6.2,8.7,50000,Yes,Yes
INT-04841,Marketing,17,7.5,8.0,7.7,25000,No,Yes
INT-04842,Marketing,13,6.7,8.5,36.3,50000,No,No
INT-04843,Admin,13,7.8,9.1,9.7,50000,No,Yes
INT-04844,IT,13,5.5,8.1,11.7,25000,Yes,No
INT-04845,IT,15,7.8,7.3,1.2,100000,No,Yes
INT-04846,Admin,5,5.1,5.9,14.0,75000,No,No
INT-04847,Marketing,12,1.7,8.7,7.8,75000,Yes,No
INT-04848,IT,8,7.1,8.6,3.8,75000,Yes,Yes
INT-04849,Finance,11,8.2,7.6,7.5,25000,No,Yes
INT-04850,IT,24,7.7,6.1,8.4,100000,No,Yes
INT-04851,Marketing,17,8.0,7.9,2.9,100000,Yes,Yes
INT-04852,Admin,10,7.9,4.4,5.1,50000,No,Yes
INT-04853,Finance,10,3.3,4.7,10.7,100000,No,No
INT-04854,Admin,12,6.7,7.1,2.5,50000,No,Yes
INT-04855,Engineering,6,8.2,4.0,15.0,75000,Yes,No
INT-04856,IT,17,5.9,5.1,1.1,75000,No,Yes
INT-04857,IT,20,8.9,8.0,7.5,100000,Yes,Yes
INT-04858,Marketing,21,8.9,6.4,4.3,50000,No,Yes
INT-04859,Marketing,15,7.7,6.8,0.9,25000,No,No
INT-04860,Finance,17,6.2,6.7,12.4,25000,No,Yes
INT-04861,Engineering,16,7.5,8.4,6.8,50000,Yes,Yes
INT-04862,Finance,17,9.1,6.7,10.6,50000,No,Yes
INT-04863,IT,12,7.1,8.8,4.3,75000,Yes,Yes
INT-04864,Admin,22,8.7,5.3,16.2,0,No,Yes
INT-04865,Admin,5,7.7,7.1,1.2,50000,No,No
INT-04866,Engineering,14,9.0,4.2,2.6,75000,No,Yes
INT-04867,Admin,20,8.0,6.6,13.2,75000,No,Yes
INT-04868,IT,5,8.2,7.0,25.3,75000,No,No
INT-04869,Engineering,22,6.4,7.2,15.5,75000,No,Yes
INT-04870,Finance,10,8.6,6.4,2.6,75000,Yes,Yes
INT-04871,Admin,21,7.5,9.0,3.9,100000,No,Yes
INT-04872,IT,16,8.3,3.1,12.1,0,Yes,No
INT-04873,IT,8,8.0,8.5,23.9,50000,No,No
INT-04874,IT,21,5.2,7.3,3.2,25000,No,Yes
INT-04875,IT,19,8.2,8.1,4.4,0,Yes,Yes
INT-04876,Engineering,18,3.9,5.1,0.7,50000,Yes,No
INT-04877,Engineering,11,5.8,6.4,6.1,150000,No,Yes
INT-04878,Engineering,18,7.1,7.7,1.2,25000,No,Yes
INT-04879,Admin,4,7.4,8.9,1.2,50000,No,Yes
INT-04880,Finance,20,7.6,6.3,12.0,150000,Yes,Yes
INT-04881,IT,18,6.6,7.6,3.9,25000,No,No
INT-04882,Admin,17,9.3,7.7,22.4,25000,Yes,No
INT-04883,Finance,17,6.8,6.5,10.6,50000,No,No
INT-04884,IT,13,7.5,5.2,3.3,75000,No,Yes
INT-04885,IT,5,7.1,6.5,9.7,75000,Yes,Yes
INT-04886,Finance,9,5.5,9.3,16.6,25000,No,No
INT-04887,Admin,20,9.0,4.3,5.1,150000,No,Yes
INT-04888,Engineering,8,8.8,5.8,7.1,0,No,No
INT-04889,IT,8,9.2,8.1,2.5,100000,Yes,Yes
INT-04890,Engineering,18,6.7,5.4,4.6,25000,No,Yes
INT-04891,Admin,18,5.8,6.8,7.4,50000,No,No
INT-04892,IT,23,7.4,5.2,8.1,75000,Yes,Yes
INT-04893,Engineering,14,7.8,6.3,10.7,150000,Yes,Yes
INT-04894,IT,8,8.4,6.8,25.7,25000,Yes,Yes
INT-04895,Admin,4,4.9,6.6,15.1,150000,No,No
INT-04896,IT,14,5.7,9.2,15.8,150000,No,Yes
INT-04897,IT,14,5.7,5.5,7.0,150000,No,No
INT-04898,IT,9,5.2,5.6,1.7,50000,No,Yes
INT-04899,IT,11,9.6,9.2,8.6,25000,No,Yes
INT-04900,Marketing,5,7.6,3.9,4.7,50000,No,No
INT-04901,IT,18,7.3,7.1,0.8,100000,No,Yes
INT-04902,Admin,12,7.5,5.6,2.2,50000,No,Yes
INT-04903,IT,18,7.7,6.0,11.9,100000,Yes,No
INT-04904,Admin,11,7.9,6.7,8.5,75000,No,Yes
INT-04905,Marketing,19,9.2,3.7,31.2,50000,No,No
INT-04906,IT,17,8.1,6.0,21.1,50000,No,No
INT-04907,Marketing,18,8.3,8.1,7.7,75000,No,Yes
INT-04908,IT,23,6.9,5.1,1.8,50000,No,Yes
INT-04909,Engineering,16,8.1,9.6,3.8,50000,Yes,Yes
INT-04910,Engineering,12,7.2,5.5,2.6,25000,No,Yes
INT-04911,Finance,4,7.2,7.0,5.6,100000,Yes,Yes
INT-04912,Engineering,9,9.3,4.0,13.4,75000,No,No
INT-04913,Engineering,11,7.9,5.3,14.3,75000,No,Yes
INT-04914,IT,23,8.4,8.3,2.1,150000,Yes,Yes
INT-04915,IT,21,4.4,7.7,6.9,25000,No,No
INT-04916,Marketing,21,9.7,7.4,9.5,75000,No,Yes
INT-04917,Admin,20,3.7,7.7,4.5,50000,No,No
INT-04918,Admin,24,9.9,7.2,19.4,25000,No,Yes
INT-04919,Finance,19,8.3,8.0,4.1,50000,No,Yes
INT-04920,Admin,16,5.1,8.6,5.9,150000,No,Yes
INT-04921,Marketing,7,5.3,7.5,7.6,150000,No,Yes
INT-04922,Engineering,7,8.7,7.5,5.0,150000,No,Yes
INT-04923,Engineering,24,7.3,5.2,27.0,50000,Yes,No
INT-04924,Finance,17,9.5,8.7,11.9,75000,No,Yes
INT-04925,IT,8,8.4,6.5,14.6,0,No,No
INT-04926,IT,19,7.3,8.0,11.7,25000,Yes,Yes
INT-04927,Admin,17,7.1,8.7,7.6,25000,No,No
INT-04928,IT,17,7.7,7.1,0.7,25000,Yes,Yes
INT-04929,Engineering,17,6.3,7.8,12.1,100000,No,Yes
INT-04930,Marketing,17,7.7,6.7,8.1,50000,No,No
INT-04931,Admin,22,7.5,8.6,1.2,50000,No,Yes
INT-04932,Admin,6,7.4,8.3,1.5,0,No,Yes
INT-04933,Marketing,20,8.8,7.1,5.7,100000,No,Yes
INT-04934,Admin,17,5.9,4.6,15.8,0,No,No
INT-04935,Admin,13,8.2,7.3,7.0,100000,Yes,Yes
INT-04936,Admin,16,6.9,6.9,20.7,25000,No,No
INT-04937,Marketing,7,6.2,6.7,14.0,50000,Yes,Yes
INT-04938,Engineering,14,7.8,7.2,8.5,50000,Yes,Yes
INT-04939,Finance,18,8.0,5.8,3.5,150000,No,No
INT-04940,Finance,18,7.2,8.3,15.8,150000,No,Yes
INT-04941,Admin,5,8.3,5.9,9.1,100000,No,Yes
INT-04942,Admin,14,8.2,8.0,6.9,75000,No,Yes
INT-04943,Finance,5,7.1,6.1,6.1,50000,Yes,Yes
INT-04944,Admin,8,9.0,8.9,2.4,25000,Yes,Yes
INT-04945,Finance,16,8.3,9.5,0.6,75000,No,No
INT-04946,Marketing,4,7.4,6.2,10.6,75000,Yes,No
INT-04947,Engineering,10,6.6,7.8,20.7,150000,Yes,No
INT-04948,Engineering,10,8.8,7.4,2.1,75000,No,Yes
INT-04949,Finance,13,5.9,6.5,22.3,100000,No,Yes
INT-04950,Finance,9,7.6,7.5,1.1,50000,No,Yes
INT-04951,Admin,23,8.6,7.5,6.9,50000,No,Yes
INT-04952,IT,15,7.1,4.5,1.5,150000,Yes,Yes
INT-04953,Admin,16,5.4,8.3,18.1,75000,No,No
INT-04954,Engineering,14,6.2,5.3,1.4,150000,No,No
INT-04955,Admin,21,8.7,7.9,2.8,25000,No,Yes
INT-04956,Engineering,5,7.1,7.3,13.6,25000,Yes,Yes
INT-04957,Admin,19,5.2,8.6,9.8,25000,No,No
INT-04958,Engineering,5,6.2,6.0,4.4,100000,Yes,Yes
INT-04959,IT,22,7.2,3.9,15.0,50000,Yes,No
INT-04960,Engineering,9,6.6,7.3,8.6,0,No,No
INT-04961,Engineering,4,2.3,7.8,2.9,25000,No,No
INT-04962,IT,14,7.4,10.0,11.3,25000,Yes,Yes
INT-04963,IT,21,4.6,8.2,3.7,100000,No,Yes
INT-04964,Engineering,13,7.7,4.8,14.0,50000,Yes,Yes
INT-04965,Admin,21,9.7,8.3,12.7,75000,No,Yes
INT-04966,IT,4,8.3,4.7,3.5,50000,No,Yes
INT-04967,Marketing,22,8.4,6.4,1.4,150000,Yes,Yes
INT-04968,Engineering,19,8.3,5.6,14.3,25000,No,No
INT-04969,Marketing,10,9.0,5.2,4.1,75000,No,Yes
INT-04970,Admin,18,8.4,7.7,3.6,75000,No,Yes
INT-04971,Admin,4,7.6,8.2,0.6,75000,Yes,Yes
INT-04972,Finance,24,2.2,5.5,10.9,25000,Yes,No
INT-04973,Engineering,12,6.3,4.6,3.1,50000,Yes,Yes
INT-04974,Engineering,5,7.7,7.5,5.1,25000,No,Yes
INT-04975,IT,20,8.2,6.2,18.9,0,Yes,Yes
INT-04976,Admin,13,9.5,6.7,1.6,75000,No,Yes
INT-04977,IT,9,8.4,6.6,0.8,150000,No,Yes
INT-04978,IT,8,8.2,8.9,7.1,75000,Yes,Yes
INT-04979,IT,11,9.9,8.6,10.1,100000,Yes,Yes
INT-04980,IT,11,7.7,5.8,6.5,0,No,Yes
INT-04981,Marketing,8,8.7,8.9,3.8,75000,Yes,Yes
INT-04982,IT,15,6.7,3.9,4.1,50000,Yes,Yes
INT-04983,Engineering,10,7.6,8.5,1.8,25000,No,Yes
INT-04984,Finance,16,8.4,7.2,3.5,75000,No,Yes
INT-04985,Engineering,16,8.9,8.4,11.9,75000,Yes,Yes
INT-04986,IT,20,7.4,5.0,6.0,150000,No,Yes
INT-04987,Engineering,7,7.8,8.0,18.2,25000,Yes,Yes
INT-04988,Engineering,21,8.5,7.8,2.0,75000,No,Yes
INT-04989,Engineering,13,9.1,8.4,5.2,75000,Yes,Yes
INT-04990,Finance,6,9.6,6.6,10.2,75000,No,Yes
INT-04991,Marketing,15,4.8,6.7,3.0,0,No,Yes
INT-04992,Engineering,4,7.1,9.6,3.0,50000,No,No
INT-04993,Admin,14,3.9,5.4,1.4,75000,No,No
INT-04994,Engineering,21,7.1,8.1,18.4,25000,No,No
INT-04995,IT,16,6.3,6.3,2.0,25000,No,Yes
INT-04996,Finance,20,5.3,8.9,28.6,75000,No,No
INT-04997,IT,11,6.4,5.5,5.3,75000,No,No
INT-04998,Admin,23,8.1,6.5,32.5,25000,No,No
INT-04999,Finance,22,8.0,7.8,0.8,75000,No,Yes
INT-05000,Engineering,20,8.6,7.3,7.2,50000,No,Yes
INT-05001,Admin,5,6.7,8.8,9.9,25000,No,No
INT-05002,Admin,6,8.1,7.0,6.3,25000,Yes,Yes
INT-05003,Finance,6,7.3,4.5,7.3,100000,No,No
INT-05004,Admin,9,7.1,8.0,6.7,50000,No,No
INT-05005,Finance,13,7.1,7.0,1.8,25000,No,Yes
INT-05006,IT,21,8.3,8.3,6.6,75000,Yes,Yes
INT-05007,Finance,21,4.7,3.9,6.7,50000,No,Yes
INT-05008,Finance,17,7.6,3.3,4.0,0,No,No
INT-05009,IT,19,4.9,6.3,8.0,150000,Yes,No
INT-05010,Admin,10,5.8,7.5,4.7,75000,No,Yes
INT-05011,IT,4,7.5,7.6,11.8,25000,Yes,No
INT-05012,Engineering,20,7.3,8.4,0.8,0,No,Yes
INT-05013,Engineering,8,6.5,9.5,0.6,50000,No,Yes
INT-05014,Engineering,4,6.9,4.2,6.4,150000,No,No
INT-05015,IT,24,7.5,5.7,36.7,50000,No,No
INT-05016,IT,20,4.7,8.6,5.2,100000,Yes,Yes
INT-05017,IT,13,9.3,9.0,0.6,75000,Yes,Yes
INT-05018,Admin,15,6.6,6.4,3.6,25000,No,Yes
INT-05019,Engineering,23,9.6,7.5,5.5,0,No,Yes
INT-05020,Finance,5,5.9,4.9,19.0,100000,Yes,No
INT-05021,Engineering,19,3.6,5.5,1.5,100000,Yes,No
INT-05022,Admin,18,5.5,4.6,21.2,75000,Yes,No
INT-05023,Marketing,16,7.3,7.0,23.0,150000,No,Yes
INT-05024,Engineering,21,7.5,6.0,8.7,150000,No,Yes
INT-05025,Marketing,23,7.6,5.6,2.5,25000,No,Yes
INT-05026,Engineering,17,7.8,3.8,6.7,50000,No,Yes
INT-05027,IT,21,8.7,7.6,14.1,25000,No,Yes
INT-05028,IT,5,8.9,8.7,4.0,100000,No,Yes
INT-05029,Engineering,5,7.9,6.5,19.4,0,Yes,No
INT-05030,IT,6,5.9,7.7,1.2,75000,No,Yes
INT-05031,Admin,8,5.9,6.8,3.4,75000,Yes,Yes
INT-05032,Engineering,19,9.2,9.8,40.4,25000,No,Yes
INT-05033,Engineering,18,6.2,7.8,7.5,150000,No,Yes
INT-05034,Engineering,15,6.6,6.9,7.6,75000,No,Yes
INT-05035,IT,12,7.5,5.3,2.7,150000,No,Yes
INT-05036,Admin,17,4.4,7.4,16.1,50000,No,No
INT-05037,Engineering,24,8.1,4.8,5.0,100000,Yes,Yes
INT-05038,Marketing,19,8.8,7.6,13.1,100000,No,Yes
INT-05039,Engineering,14,8.8,8.6,13.8,75000,No,Yes
INT-05040,Marketing,9,6.9,8.2,2.0,50000,Yes,Yes
INT-05041,Finance,13,7.7,7.8,6.1,150000,No,Yes
INT-05042,Engineering,11,7.3,6.6,4.4,100000,No,No
INT-05043,IT,19,5.5,8.1,1.8,25000,Yes,No
INT-05044,Engineering,6,8.9,6.6,1.6,50000,No,Yes
INT-05045,Engineering,5,9.6,8.6,0.9,25000,Yes,Yes
INT-05046,Engineering,19,7.1,6.2,10.2,0,No,Yes
INT-05047,Admin,22,2.8,5.2,12.7,0,Yes,No
INT-05048,Engineering,12,7.2,6.3,5.6,0,Yes,Yes
INT-05049,Admin,19,5.9,8.0,7.1,50000,No,Yes
INT-05050,Engineering,7,8.2,6.3,2.9,150000,Yes,Yes
INT-05051,IT,13,9.5,7.6,10.5,75000,No,Yes
INT-05052,Finance,22,7.3,6.6,7.5,100000,No,No
INT-05053,IT,16,5.0,7.6,17.6,0,No,No
INT-05054,IT,21,8.1,5.9,11.5,75000,Yes,Yes
INT-05055,Admin,18,7.8,5.0,0.7,50000,Yes,Yes
INT-05056,Engineering,7,5.4,6.2,13.8,25000,No,No
INT-05057,Admin,12,7.8,6.9,0.7,25000,Yes,Yes
INT-05058,IT,7,7.8,7.1,13.9,25000,No,Yes
INT-05059,Engineering,19,5.7,8.6,35.4,25000,No,No
INT-05060,Admin,24,6.1,9.1,5.7,0,No,No
INT-05061,Marketing,18,7.4,6.1,2.6,50000,No,Yes
INT-05062,Marketing,5,8.1,7.0,0.6,150000,No,Yes
INT-05063,Engineering,17,6.3,6.1,1.8,75000,No,Yes
INT-05064,Admin,6,7.8,4.9,6.1,50000,No,Yes
INT-05065,Engineering,7,5.8,7.1,13.6,50000,No,No
